0 ,0
0 ,0
0 ,0
0 ,0
0 ,0
0 ,0
0 ,0
0 ,0
0 ,0
0 ,0
0 ,-1
0 ,-6
0 ,-15
0 ,-32
0 ,-55
0 ,-85
0 ,-116
0 ,-149
0 ,-181
0 ,-212
0 ,-244
0 ,-273
0 ,-302
0 ,-330
0 ,-356
0 ,-383
0 ,-408
0 ,-431
0 ,-453
0 ,-476
0 ,-499
0 ,-523
0 ,-549
0 ,-576
0 ,-605
0 ,-635
0 ,-665
0 ,-694
0 ,-720
0 ,-741
0 ,-757
0 ,-768
0 ,-773
0 ,-773
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-772
0 ,-765
0 ,-759
0 ,-742
0 ,-713
0 ,-671
0 ,-618
0 ,-554
0 ,-483
0 ,-407
0 ,-332
0 ,-263
0 ,-204
0 ,-156
0 ,-117
0 ,-89
0 ,-69
0 ,-60
0 ,-58
0 ,-58
0 ,-56
0 ,-54
0 ,-46
0 ,-31
0 ,-1
0 ,48
0 ,114
0 ,195
0 ,280
0 ,358
0 ,430
0 ,495
0 ,553
0 ,604
0 ,652
0 ,693
0 ,728
0 ,758
0 ,783
0 ,802
0 ,816
0 ,825
0 ,830
3 ,829
13 ,827
32 ,827
66 ,828
112 ,828
170 ,828
237 ,828
307 ,828
370 ,828
422 ,828
465 ,828
496 ,828
519 ,828
533 ,828
540 ,828
550 ,828
566 ,828
595 ,828
641 ,828
700 ,828
764 ,828
822 ,828
871 ,828
910 ,828
938 ,828
958 ,828
970 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,828
975 ,836
975 ,849
975 ,879
975 ,928
975 ,997
975 ,1075
975 ,1149
975 ,1222
975 ,1289
975 ,1349
975 ,1403
975 ,1453
975 ,1497
975 ,1535
975 ,1568
975 ,1595
975 ,1616
975 ,1630
975 ,1638
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
975 ,1640
